"X","journal","year","title","fname_first","lname_first","fname_last","lname_last","affiliation","article_type","middle_authors","abstract","fname_first_trunc","fname_last_trunc","gender_first","p_first","n_first","gender_last","p_last","n_last"
17066,"Nature reviews. Neuroscience",2015,"Axon guidance: Setting up for seeing in slow motion.","Natasha","Bray","","","","Journal Article","[]","False","Natasha","","female",1,981,NA,NA,NA
17068,"Nature reviews. Neuroscience",2015,"Neural circuits: Pruning the projections.","Fiona","Carr","","","","Comment","[]","False","Fiona","","female",1,926,NA,NA,NA
17069,"Nature reviews. Neuroscience",2015,"Interoceptive predictions in the brain.","Lisa Feldman","Barrett","W Kyle","Simmons","Northeastern University, Department of Psychology, Boston, Massachusetts 02115, USA; and the Massachusetts General Hospital, Department of Psychiatry and the Martinos Center for Biomedical Imaging, Charlestown, Massachusetts 02129, USA.","Journal Article","[]","True","Feldman","Kyle",NA,NA,NA,"male",0.99,1944
1050,"Nature reviews. Neuroscience",2014,"Learning and memory: putting limits on learning.","Katherine","Whalley","","","","Comment","[]","False","Katherine","","female",1,1413,NA,NA,NA
1051,"Nature reviews. Neuroscience",2014,"Learning and memory: uncoupling memory traces.","Leonie","Welberg","","","","Comment","[]","False","Leonie","","female",1,118,NA,NA,NA
28295,"Nature reviews. Neuroscience",2014,"Visual processing: microcircuits unmasked.","Darran","Yates","","","","Comment","[]","False","Darran","","male",1,13,NA,NA,NA
28296,"Nature reviews. Neuroscience",2014,"The Kavli prize winners.","Brenda","Milner","Marcus","Raichle","","Journal Article","['John']","False","Brenda","Marcus","female",0.99,1816,"male",1,970
28297,"Nature reviews. Neuroscience",2014,"Functional organization of the hippocampal longitudinal axis.","Bryan A","Strange","Edvard I","Moser","1] Laboratory for Clinical Neuroscience, Centre for Biomedical Technology, Technical University of Madrid, Campus de Montegancedo, 28223 Pozuelo de Alarcón, Spain. [2] Department of Neuroimaging, Alzheimer's Disease Research Centre, Reina Sofia-CIEN Foundation, Calle Valderrebollo 5, 28071 Madrid, Spain.","Journal Article","['Menno P', 'Ed S']","True","Bryan","Edvard","male",1,1311,"male",1,8
28302,"Nature reviews. Neuroscience",2014,"Cation-chloride cotransporters in neuronal development, plasticity and disease.","Kai","Kaila","Juha","Voipio","1] Department of Biosciences, University of Helsinki, 00014 Helsinki, Finland. [2] Neuroscience Center, University of Helsinki, 00014 Helsinki, Finland.","Journal Article","['Theodore J', 'John A', 'Martin']","True","Kai","Juha","male",0.87,207,"male",1,97
9276,"Nature reviews. Neuroscience",2007,"Repair of neural pathways by olfactory ensheathing cells.","Geoffrey","Raisman","Ying","Li","Spinal Repair Unit, Institute of Neurology, University College London, Queen Square, London WC1N 3BG, UK. G.Raisman@ion.ucl.ac.uk","Journal Article","[]","True","Geoffrey","Ying","male",1,262,"female",0.9,78
9277,"Nature reviews. Neuroscience",2007,"Molecular mechanisms of memory reconsolidation.","Natalie C","Tronson","Jane R","Taylor","Department of Psychiatry, Division of Molecular Psychiatry, Center for Genes and Behavior, Yale University School of Medicine, Abraham Ribicoff Research Facilities, Connecticut Mental Health Center, 34 Park Street, New Haven, Connecticut 06508, USA.","Journal Article","[]","True","Natalie","Jane","female",1,2027,"female",0.99,1796
12824,"Nature reviews. Neuroscience",2012,"Sensory systems: Inverting the blues.","Darran","Yates","","","","Comment","[]","False","Darran","","male",1,13,NA,NA,NA
12826,"Nature reviews. Neuroscience",2012,"Use of next-generation sequencing and other whole-genome strategies to dissect neurological disease.","Jose","Bras","John","Hardy","Reta Lilla Weston Laboratories and Department of Molecular Neuroscience, Institute of Neurology, University College London, Queen Square, London                 WC1N 3BG, UK.","Journal Article","['Rita']","True","Jose","John","male",0.99,3821,"male",0.99,9931
12827,"Nature reviews. Neuroscience",2012,"Structural plasticity upon learning: regulation and functions.","Pico","Caroni","Dominique","Muller","Friedrich Miescher Institut, 4058 Basel, Switzerland. Pico.Caroni@fmi.ch","Journal Article","['Flavio']","True","Pico","Dominique","male",1,2,"female",0.69,689
12828,"Nature reviews. Neuroscience",2012,"The cognitive neuroscience of ageing.","Cheryl","Grady","","","The Rotman Research Institute at Baycrest, 3560 Bathurst Street, Toronto, Ontario M6A 2E1, Canada. cgrady@rotman-baycrest.on.ca","Journal Article","[]","True","Cheryl","","female",1,1628,NA,NA,NA
12829,"Nature reviews. Neuroscience",2012,"Will the real multiple sclerosis please stand up?","Peter K","Stys","Jeroen J G","Geurts","Department of Clinical Neurosciences, Hotchkiss Brain Institute, University of Calgary, Calgary, Alberta T2N 4N1, Canada. pstys@ucalgary.ca","Journal Article","['Gerald W', 'Jan']","True","Peter","Jeroen","male",1,4373,"male",1,113
12830,"Nature reviews. Neuroscience",2012,"Tossing the baby out with the bathwater after a brief rinse? The potential downside of dismissing food addiction based on limited data.","Nicole M","Avena","Marc N","Potenza","","Comment","['Ashley N', 'Mark S', 'Gene-Jack']","False","Nicole","Marc","female",1,4042,"male",1,1555
9413,"Nature reviews. Neuroscience",2006,"Regulation of cell fate in the sensory epithelia of the inner ear.","Matthew W","Kelley","","","Section on Developmental Neuroscience, National Institute on Deafness and Other Communication Disorders, National Institutes of Health, 35 Convent Dr., Bethesda, Maryland 20892, USA. Kelleymt@nidcd.nih.gov","Journal Article","[]","True","Matthew","","male",1,3338,NA,NA,NA
9414,"Nature reviews. Neuroscience",2006,"Reelin, lipoprotein receptors and synaptic plasticity.","Joachim","Herz","Ying","Chen","Department of Molecular Genetics, University of Texas Southwestern Medical Center, Dallas, Texus 75390, USA. joachim.herz@utsouthwestern.edu","Journal Article","[]","True","Joachim","Ying","male",1,137,"female",0.9,78
9415,"Nature reviews. Neuroscience",2006,"Phantom limb pain: a case of maladaptive CNS plasticity?","Herta","Flor","Troels","Staehelin Jensen","Department of Clinical and Cognitive Neuroscience, University of Heidelberg, Central Institute of Mental Health, D-68159 Mannheim, Germany. herta.flor@zi-mannheim.de","Journal Article","['Lone']","True","Herta","Troels","female",1,3,"male",1,29
9416,"Nature reviews. Neuroscience",2006,"The neural mechanisms of gustation: a distributed processing code.","Sidney A","Simon","Miguel A L","Nicolelis","Department of Neurobiology, Duke University, Durham, North Carolina 27710, USA. sas@neuro.duke.edu","Journal Article","['Ivan E', 'Ranier']","True","Sidney","Miguel","male",0.76,107,"male",1,2065
13968,"Nature reviews. Neuroscience",2010,"The neurobiology of psychedelic drugs: implications for the treatment of mood disorders.","Franz X","Vollenweider","Michael","Kometer","Neuropsychopharmacology and Brain Imaging Research Unit, University Hospital of Psychiatry, Zurich, Switzerland. vollen@bli.uzh.ch","Research Support, Non-U.S. Gov't","[]","True","Franz","Michael","male",1,86,"male",1,11094
21349,"Nature reviews. Neuroscience",2010,"Spiking activity propagation in neuronal networks: reconciling different perspectives on neural coding.","Arvind","Kumar","Ad","Aertsen","Bernstein Center Freiburg and Faculty of Biology, University of Freiburg, Hansastrasse 9a, 79104, Freiburg, Germany. arvind.kumar@biologie.unifreiburg.de","Journal Article","['Stefan']","True","Arvind","Ad","male",1,73,"male",0.89,47
21354,"Nature reviews. Neuroscience",2010,"Socioeconomic status and the brain: mechanistic insights from human and animal research.","Daniel A","Hackman","Michael J","Meaney","Center for Cognitive Neuroscience, Center for Neuroscience and Society, Department of Psychology, University of Pennsylvania, 3720 Walnut Street, Room B51, Philadelphia, Pennsylvania 19104-6241, USA.","Journal Article","['Martha J']","True","Daniel","Michael","male",1,8180,"male",1,11094
27177,"Nature reviews. Neuroscience",2006,"Adult neurogenesis and functional plasticity in neuronal circuits.","Pierre-Marie","Lledo","Matthew S","Grubb","Laboratory of Perception and Memory, Institut Pasteur, Centre National de la Recherche Scientifique Unit de Recherche Associée 2182, 25, rue du Docteur Roux, 75724 Paris cedex 15, France. pmlledo@pasteur.fr","Journal Article","['Mariana']","True","Pierre-Marie","Matthew","male",1,39,"male",1,3338
27178,"Nature reviews. Neuroscience",2006,"Astrocyte dysfunction in neurological disorders: a molecular perspective.","Gerald","Seifert","Christian","Steinhäuser","Department of Experimental Neurobiology, Clinic of Neurosurgery, University of Bonn, Germany.","Journal Article","['Karl']","True","Gerald","Christian","male",0.99,380,"male",0.99,2548
27179,"Nature reviews. Neuroscience",2006,"Expanding insights of mitochondrial dysfunction in Parkinson's disease.","Patrick M","Abou-Sleiman","Nicholas W","Wood","Department of Molecular Neuroscience, Institute of Neurology, Queen Square, London WC1N 3BG, UK.","Journal Article","['Miratul M K']","True","Patrick","Nicholas","male",1,2877,"male",1,1176
27180,"Nature reviews. Neuroscience",2006,"The neural mechanisms of perceptual filling-in.","Hidehiko","Komatsu","","","National Institute for Physiological Sciences and Graduate University for Advanced Studies (SOKENDAI), Myodaiji, Okazaki, Aichi, Japan. komatsu@nips.ac.jp","Journal Article","[]","True","Hidehiko","",NA,NA,NA,NA,NA,NA
27181,"Nature reviews. Neuroscience",2006,"Towards the neurobiology of emotional body language.","Beatrice","de Gelder","","","Cognitive and Affective Neurosciences Laboratory, Tilburg University, 5000 LE Tilburg, The Netherlands. degelder@nmr.mgh.harvard.edu","Journal Article","[]","True","Beatrice","","female",1,281,NA,NA,NA
27183,"Nature reviews. Neuroscience",2006,"Looking for inspiration: new perspectives on respiratory rhythm.","Jack L","Feldman","Christopher A","Del Negro","Department of Neurobiology, David Geffen School of Medicine at the University of California, Los Angeles, BOX 951763, Los Angeles, California 90095-1763, USA. feldman@ucla.edu","Journal Article","[]","True","Jack","Christopher","male",0.99,1993,"male",1,2339
4119,"Nature reviews. Neuroscience",2016,"The cellular mechanisms that maintain neuronal polarity.","Marvin","Bentley","Gary","Banker","The Jungers Center for Neurosciences Research, Oregon Health &Science University, 3181 SW Sam Jackson Park Road, Portland, Oregon 97239, USA.","Journal Article","[]","True","Marvin","Gary","male",1,338,"male",1,2132
24625,"Nature reviews. Neuroscience",2016,"Cerebral cortex: Multi-modal mapping.","Darran","Yates","","","","Journal Article","[]","False","Darran","","male",1,13,NA,NA,NA
24626,"Nature reviews. Neuroscience",2016,"Basal Ganglia: Pathways for action.","Darran","Yates","","","","Journal Article","[]","False","Darran","","male",1,13,NA,NA,NA
28557,"Nature reviews. Neuroscience",2016,"Sensory systems: Thirst and hunger games.","Natasha","Bray","","","","Journal Article","[]","False","Natasha","","female",1,981,NA,NA,NA
28558,"Nature reviews. Neuroscience",2016,"Synaptic plasticity: Stacking up synaptic structure.","Sian","Lewis","","","","Journal Article","[]","False","Sian","","female",0.99,226,NA,NA,NA
28559,"Nature reviews. Neuroscience",2016,"Glia: Motor learning with oligodendrocytes.","Sian","Lewis","","","","Journal Article","[]","False","Sian","","female",0.99,226,NA,NA,NA
28561,"Nature reviews. Neuroscience",2016,"Learning and memory: How synapses form memories.","Sian","Lewis","","","","Journal Article","[]","False","Sian","","female",0.99,226,NA,NA,NA
28562,"Nature reviews. Neuroscience",2016,"Neuroprotection: Power release.","Sian","Lewis","","","","Journal Article","[]","False","Sian","","female",0.99,226,NA,NA,NA
7187,"Nature reviews. Neuroscience",2007,"A neuroscientist's guide to lipidomics.","Daniele","Piomelli","Rao","Rapaka","Department of Pharmacology, University of California, Irvine, California 92697, USA. piomelli@uci.edu","Journal Article","['Giuseppe']","True","Daniele","Rao","male",0.86,587,"male",0.93,14
7188,"Nature reviews. Neuroscience",2007,"Retinoic acid in the development, regeneration and maintenance of the nervous system.","Malcolm","Maden","","","MRC Centre for Developmental Neurobiology, fourth floor New Hunt's House, Guy's Campus, King's College London, London, SE1 1UL, UK. malcolm.maden@kcl.ac.uk","Journal Article","[]","True","Malcolm","","male",1,227,NA,NA,NA
7189,"Nature reviews. Neuroscience",2007,"Nitric oxide in the central nervous system: neuroprotection versus neurotoxicity.","Vittorio","Calabrese","Anna Maria Giuffrida","Stella","Department of Chemistry, Biochemistry and Molecular Biology Section, Faculty of Medicine, University of Catania, Catania, Italy. calabres@unict.it","Comparative Study","['Cesare', 'Menotti', 'Enrico', 'D Allan']","True","Vittorio","Giuffrida","male",1,96,NA,NA,NA
7190,"Nature reviews. Neuroscience",2007,"Neurons and networks in daily rhythms.","Erik D","Herzog","","","Biology Department, Washington University, St. Louis, Missouri 63130, USA. herzog@wustl.edu","Journal Article","[]","True","Erik","","male",0.99,1072,NA,NA,NA
7191,"Nature reviews. Neuroscience",2007,"Pathologically activated therapeutics for neuroprotection.","Stuart A","Lipton","","","Burnham Institute for Medical Research, The Salk Institute for Biological Studies, The Scripps Research Institute, and the University of California at San Diego 10901 North Torrey Pines Road, La Jolla, California 29,037, USA. slipton@burnham.org","Journal Article","[]","True","Stuart","","male",0.99,759,NA,NA,NA
18748,"Nature reviews. Neuroscience",2007,"Neuronal regulation of alternative pre-mRNA splicing.","Qin","Li","Douglas L","Black","Howard Hughes Medical Institute, University of California, Los Angeles, 6-762 MacDonald Research Laboratories, 675 Charles E. Young Drive South, Los Angeles, California 90095, USA.","Journal Article","['Ji-Ann']","True","Qin","Douglas","female",0.84,38,"male",1,611
15742,"Nature reviews. Neuroscience",2012,"Oscillations: Theta travels to the other side.","Leonie","Welberg","","","","Comment","[]","False","Leonie","","female",1,118,NA,NA,NA
15743,"Nature reviews. Neuroscience",2012,"The Kavli Prize winners. Interview by Darran Yates.","Cornelia","Bargmann","Ann","Graybiel","","Interview","['Winfried']","False","Cornelia","Ann","female",1,83,"female",0.99,1818
15744,"Nature reviews. Neuroscience",2012,"Genetically encoded optical indicators for the analysis of neuronal circuits.","Thomas","Knöpfel","","","RIKEN Brain Science Institute, 2-1 Hirosawa, Wako City, Saitama 351-0198, Japan. tknopfel@knopfel-lab.net","Journal Article","[]","True","Thomas","","male",1,3753,NA,NA,NA
8763,"Nature reviews. Neuroscience",2006,"Therapeutic interventions after spinal cord injury.","Sandrine","Thuret","Fred H","Gage","Centre for the Cellular Basis of Behaviour, Institute of Psychiatry, King's College London, P.O. Box 39, 1-2 WW Ground, Denmark Hill, London SE5 8AF, UK.","Journal Article","['Lawrence D F']","True","Sandrine","Fred","female",1,447,"male",0.98,966
8764,"Nature reviews. Neuroscience",2006,"Spinal cord repair strategies: why do they work?","Elizabeth J","Bradbury","Stephen B","McMahon","Neurorestoration Group, Wolfson Wing, Hodgkin Building, Guy's Campus, King's College London, London Bridge, London SE1 1UL, UK.","Journal Article","[]","True","Elizabeth","Stephen","female",1,3508,"male",1,2608
8765,"Nature reviews. Neuroscience",2006,"Glial inhibition of CNS axon regeneration.","Glenn","Yiu","Zhigang","He","Division of Neuroscience, Children's Hospital, Boston, Massachusetts 02115, USA.","Journal Article","[]","True","Glenn","Zhigang","male",0.99,652,"male",1,2
8766,"Nature reviews. Neuroscience",2006,"Can regenerating axons recapitulate developmental guidance during recovery from spinal cord injury?","Noam Y","Harel","Stephen M","Strittmatter","Program in Cellular Neuroscience, Neurodegeneration and Repair, Department of Neurology, Yale University School of Medicine, New Haven, Connecticut 06520, USA.","Journal Article","[]","True","Noam","Stephen","male",0.8,41,"male",1,2608
8767,"Nature reviews. Neuroscience",2006,"Molecular approaches to brain asymmetry and handedness.","Tao","Sun","Christopher A","Walsh","Department of Cell and Developmental Biology, Cornell University Weill Medical College, Box 60, W820A, 1300 York Avenue, New York 10021, USA. tas2009@med.cornell.edu","Journal Article","[]","True","Tao","Christopher","male",0.7,27,"male",1,2339
8768,"Nature reviews. Neuroscience",2006,"Path integration and the neural basis of the 'cognitive map'.","Bruce L","McNaughton","May-Britt","Moser","Arizona Research Laboratories Division of Neural Systems, Memory & Aging, and Department of Psychology, University of Arizona, Tucson 85724, USA. bruce@nsma.arizona.edu","Journal Article","['Francesco P', 'Ole', 'Edvard I']","True","Bruce","May-Britt","male",1,800,"female",1,1
853,"Nature reviews. Neuroscience",2011,"Neuronal circuits: putting rewards into context.","Leonie","Welberg","","","","Comment","[]","False","Leonie","","female",1,118,NA,NA,NA
854,"Nature reviews. Neuroscience",2011,"The neurobiology of gliomas: from cell biology to the development of therapeutic approaches.","Manfred","Westphal","Katrin","Lamszus","Department of Neurosurgery, University Hospital Hamburg Eppendorf, Martinistrasse 52, 20246 Hamburg, Germany. westphal@uke.uni-hamburg.de","Journal Article","[]","True","Manfred","Katrin","male",1,39,"female",1,193
17913,"Nature reviews. Neuroscience",2011,"Stem cells: a niche role for DLK1.","Katherine","Whalley","","","","Comment","[]","False","Katherine","","female",1,1413,NA,NA,NA
17915,"Nature reviews. Neuroscience",2011,"Cortical state and attention.","Kenneth D","Harris","Alexander","Thiele","Department of Bioengineering, Imperial College, London SW7 2AZ, UK. kenneth.harris@ imperial.ac.uk","Journal Article","[]","True","Kenneth","Alexander","male",1,1020,"male",1,1645
5850,"Nature reviews. Neuroscience",2009,"Complex brain networks: graph theoretical analysis of structural and functional systems.","Ed","Bullmore","Olaf","Sporns","University of Cambridge, Behavioural & Clinical Neurosciences Institute, Department of Psychiatry, Addenbrooke's Hospital, Cambridge, CB2 2QQ, UK. etb23@cam.ac.uk","Journal Article","[]","True","Ed","Olaf","male",1,824,"male",1,65
5853,"Nature reviews. Neuroscience",2009,"The locus coeruleus and noradrenergic modulation of cognition.","Susan J","Sara","","","CNRS-UMR 7152, Collège de France, Paris 75005, France. susan.sara@collegede-france.fr","Journal Article","[]","True","Susan","","female",1,3203,NA,NA,NA
23034,"Nature reviews. Neuroscience",2009,"How (and why) the immune system makes us sleep.","Luca","Imeri","Mark R","Opp","Department of Human Physiology and Giuseppe Moruzzi Centre for Experimental Sleep Research, University of Milan Medical School, 20133 Milan, Italy.","Journal Article","[]","True","Luca","Mark","male",0.99,1075,"male",1,6176
18984,"Nature reviews. Neuroscience",2008,"The Kavli prize winners.","Pasko","Rakic","Thomas","Jessell","","Interview","['Sten']","False","Pasko","Thomas","male",1,1,"male",1,3753
25263,"Nature reviews. Neuroscience",2009,"Tuning the developing brain to social signals of emotions.","Jukka M","Leppänen","Charles A","Nelson","Department of Psychology, University of Tampere, Tampere, Finland.","Journal Article","[]","True","Jukka","Charles","male",1,62,"male",1,1798
25264,"Nature reviews. Neuroscience",2009,"Perceiving is believing: a Bayesian approach to explaining the positive symptoms of schizophrenia.","Paul C","Fletcher","Chris D","Frith","University of Cambridge, Department of Psychiatry, Addenbrooke's Hospital, Hills Road, Cambridge, CB2 2QQ, UK.","Journal Article","[]","True","Paul","Chris","male",1,5931,"male",0.93,8631
25265,"Nature reviews. Neuroscience",2009,"Brain banking: opportunities, challenges and meaning for the future.","Hans","Kretzschmar","","","Institute of Neuropathology, Feodor-Lynen-Strasse 23, Munich, 81377, Germany. hans.kretzschmar@med.uni-muenchen.de","Review","[]","True","Hans","","male",0.99,431,NA,NA,NA
10930,"Nature reviews. Neuroscience",2013,"Pain: Feeling the heat (and cold).","Sian","Lewis","","","","Comment","[]","False","Sian","","female",0.99,226,NA,NA,NA
10931,"Nature reviews. Neuroscience",2013,"The contextual brain: implications for fear conditioning, extinction and psychopathology.","Stephen","Maren","Israel","Liberzon","Department of Psychology and Institute for Neuroscience, Texas A&M University, College Station, Texas 77843-3474, USA. maren@tamu.edu","Journal Article","['K Luan']","True","Stephen","Israel","male",1,2608,"male",0.99,384
10932,"Nature reviews. Neuroscience",2013,"Neuroendocrinology: Hypothalamic self-tuning to stress.","Leonie","Welberg","","","","Comment","[]","False","Leonie","","female",1,118,NA,NA,NA
10934,"Nature reviews. Neuroscience",2013,"Sleep and the single neuron: the role of global slow oscillations in individual cell rest.","Vladyslav V","Vyazovskiy","Kenneth D","Harris","University of Surrey, Faculty of Health and Medical Sciences, Department of Biochemistry and Physiology, Guildford, GU2 7XH, UK. vyazovskiy@gmail.com","Research Support, N.I.H., Extramural","[]","True","Vladyslav","Kenneth",NA,NA,NA,"male",1,1020
12843,"Nature reviews. Neuroscience",2013,"Neural coding: timing is key in the olfactory system.","Katherine","Whalley","","","","Comment","[]","False","Katherine","","female",1,1413,NA,NA,NA
1933,"Nature reviews. Neuroscience",2009,"A new perspective on the role of the orbitofrontal cortex in adaptive behaviour.","Geoffrey","Schoenbaum","Yuji K","Takahashi","Department of Anatomy and Neurobiology, University of Maryland School of Medicine, Baltimore, Maryland 21201, USA. schoenbg@schoenbaumlab.org","Journal Article","['Matthew R', 'Thomas A']","True","Geoffrey","Yuji","male",1,262,"male",0.96,24
1934,"Nature reviews. Neuroscience",2009,"Plasticity and stability of visual field maps in adult primary visual cortex.","Brian A","Wandell","Stelios M","Smirnakis","Stanford University, Psychology Department, Jordan Hall, Stanford, California 94305, USA. wandell@stanford.edu","Journal Article","[]","True","Brian","Stelios","male",1,4600,"male",0.99,73
1935,"Nature reviews. Neuroscience",2009,"Understanding microRNAs in neurodegeneration.","Stephen M","Eacker","Valina L","Dawson","Johns Hopkins University School of Medicine, Baltimore, Maryland 21205, USA. tdawson@jhmi.edu","Journal Article","['Ted M']","True","Stephen","Valina","male",1,2608,"female",1,2
22786,"Nature reviews. Neuroscience",2009,"TrkB signalling pathways in LTP and learning.","Liliana","Minichiello","","","European Molecular Biology Laboratory, Mouse Biology Unit, Via Ramarini 32, 00015 Monterotondo, Italy. minichiello@embl.it","Journal Article","[]","True","Liliana","","female",0.99,748,NA,NA,NA
12964,"Nature reviews. Neuroscience",2016,"Behavioural neuroscience: Descending into dishonesty.","Natasha","Bray","","","","Journal Article","[]","False","Natasha","","female",1,981,NA,NA,NA
12968,"Nature reviews. Neuroscience",2016,"Network abnormalities and interneuron dysfunction in Alzheimer disease.","Jorge J","Palop","Lennart","Mucke","Gladstone Institute of Neurological Disease, 1650 Owens Street, San Francisco, California 94158, USA.","Journal Article","[]","True","Jorge","Lennart","male",1,3183,"male",1,56
19328,"Nature reviews. Neuroscience",2017,"Synaptic transmission: Recycling regulators.","Katherine","Whalley","","","","Journal Article","[]","False","Katherine","","female",1,1413,NA,NA,NA
19329,"Nature reviews. Neuroscience",2017,"Neuromodulation: A circuit modulator.","Katherine","Whalley","","","","Journal Article","[]","False","Katherine","","female",1,1413,NA,NA,NA
19331,"Nature reviews. Neuroscience",2017,"Prefrontal cortex: Down in front.","Natasha","Bray","","","","Journal Article","[]","False","Natasha","","female",1,981,NA,NA,NA
19332,"Nature reviews. Neuroscience",2017,"SHANK proteins: roles at the synapse and in autism spectrum disorder.","Patricia","Monteiro","Guoping","Feng","McGovern Institute for Brain Research, Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts 02139, USA.","Journal Article","[]","True","Patricia","Guoping","female",1,3488,NA,NA,NA
19333,"Nature reviews. Neuroscience",2017,"Cell biology of the neuron: Adding fuel to the firing.","Natasha","Bray","","","","Journal Article","[]","False","Natasha","","female",1,981,NA,NA,NA
19334,"Nature reviews. Neuroscience",2017,"Pain: Improving opioids.","Katherine","Whalley","","","","Journal Article","[]","False","Katherine","","female",1,1413,NA,NA,NA
19335,"Nature reviews. Neuroscience",2017,"Neurodegenerative disease: Losing the way.","Natasha","Bray","","","","Journal Article","[]","False","Natasha","","female",1,981,NA,NA,NA
19336,"Nature reviews. Neuroscience",2017,"Sleep and memory: REM sleep targets new synapses.","Katherine","Whalley","","","","Journal Article","[]","False","Katherine","","female",1,1413,NA,NA,NA
19337,"Nature reviews. Neuroscience",2017,"Behavioural neuroscience: Right on (social) cue.","Natasha","Bray","","","","Journal Article","[]","False","Natasha","","female",1,981,NA,NA,NA
24756,"Nature reviews. Neuroscience",2010,"The axon initial segment and the maintenance of neuronal polarity.","Matthew N","Rasband","","","Department of Neuroscience, Baylor College of Medicine, One Baylor Plaza, Houston, Texas 77030, USA. Rasband@bcm.edu","Journal Article","[]","True","Matthew","","male",1,3338,NA,NA,NA
24758,"Nature reviews. Neuroscience",2010,"Sleep and circadian rhythm disruption in psychiatric and neurodegenerative disease.","Katharina","Wulff","Russell G","Foster","Circadian and Visual Neuroscience group, Nuffield Laboratory of Ophthalmology, University of Oxford, Headley Way, Oxford, OX3 9DU, UK.","Journal Article","['Silvia', 'Joseph G']","True","Katharina","Russell","female",1,244,"male",1,513
24759,"Nature reviews. Neuroscience",2010,"Is the free-energy principle neurocentric?","Karl","Friston","","","Wellcome Trust Centre for Neuroimaging, University College London, Queen Square, London WC1N, UK. Email: k.friston@fil.ion.ucl.ac.uk.","Comment","[]","False","Karl","","male",1,700,NA,NA,NA
