"X","journal","year","title","fname_first","lname_first","fname_last","lname_last","affiliation","article_type","middle_authors","abstract","fname_first_trunc","fname_last_trunc","gender_first","p_first","n_first","gender_last","p_last","n_last"
8621,"Neuron",2016,"The Young and the Promiscuous.","Adam I","Ramsaran","Paul W","Frankland","Program in Neurosciences and Mental Health, The Hospital for Sick Children, Toronto, ON M5G 1X8, Canada; Department of Psychology, University of Toronto, Toronto, ON M5S 3GM, Canada.","Comment","[]","True","Adam","Paul","male",1,3957,"male",1,5931
8622,"Neuron",2016,"Optogenetics Advances in Primate Visual Pathway.","Mehrdad","Jazayeri","Evan","Remington","McGovern Institute for Brain Research, Massachusetts Institute of Technology, Cambridge, MA 02139, USA; Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology, Cambridge, MA 02139, USA. Electronic address: mjaz@mit.edu.","Comment","[]","True","Mehrdad","Evan","male",1,22,"male",0.97,657
8623,"Neuron",2016,"Membrane Lipids in Presynaptic Function and Disease.","Elsa","Lauwers","Patrik","Verstreken","Department of Human Genetics, KU Leuven, 3000 Leuven, Belgium; VIB Center for the Biology of Disease, Leuven Institute for Neurodegenerative Disease, Herestraat 49, Bus 602, 3000 Leuven, Belgium. Electronic address: elsa.lauwers@cme.vib-kuleuven.be.","Journal Article","['Rose']","True","Elsa","Patrik","female",1,404,"male",1,194
22268,"Neuron",2016,"Nonlinear Spatiotemporal Integration by Electrical and Chemical Synapses in the Retina.","Sidney P","Kuo","Fred","Rieke","Department of Physiology and Biophysics and Howard Hughes Medical Institute, University of Washington, Seattle, WA 98195, USA.","Journal Article","['Gregory W']","True","Sidney","Fred","male",0.76,107,"male",0.98,966
22269,"Neuron",2016,"Crossover Inhibition Generates Sustained Visual Responses in the Inner Retina.","Juliana M","Rosa","Leon","Lagnado","MRC Laboratory of Molecular Biology, Francis Crick Avenue, Cambridge, CB2 0QH, UK.","Journal Article","['Sabine', 'Huayu']","True","Juliana","Leon","female",1,636,"male",0.99,409
22271,"Neuron",2016,"Glycolytic Enzymes Localize to Synapses under Energy Stress to Support Synaptic Function.","SoRi","Jang","Daniel A","Colón-Ramos","Program in Cellular Neuroscience, Neurodegeneration, and Repair, Department of Cell Biology and Department of Neuroscience, Yale University School of Medicine, P.O. Box 9812, New Haven, CT 06536-0812, USA.","Journal Article","['Jessica C', 'Eric G', 'Lucelenie', 'Felipe G', 'Luis', 'Katherine', 'Erik M']","True","SoRi","Daniel","female",1,3,"male",1,8180
7557,"Neuron",2011,"Multiple personalities in the ventral tegmental area.","Anders","Borgkvist","David","Sulzer","Department of Neurology, Columbia University Medical Center, New York, NY 10032, USA.","Comment","['Ana']","True","Anders","David","male",1,603,"male",1,12593
7558,"Neuron",2011,"Solving the autism puzzle a few pieces at a time.","Christian P","Schaaf","Huda Y","Zoghbi","Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, TX 77030, USA. schaaf@bcm.edu","Comment","[]","True","Christian","Huda","male",0.99,2548,"female",0.99,98
7559,"Neuron",2011,"VEGF shows its attractive side at the midline.","Travis L","Dickendesher","Roman J","Giger","Neuroscience Program, University of Michigan School of Medicine, 3065 BSRB, 109 Zina Pitcher Place, Ann Arbor, MI 48109-2200, USA.","Comment","[]","True","Travis","Roman","male",1,985,"male",1,449
7560,"Neuron",2011,"Epigenetic mechanisms in cognition.","Jeremy J","Day","J David","Sweatt","Department of Neurobiology and Evelyn F. McKnight Brain Institute, University of Alabama at Birmingham, Birmingham, AL 35294-2182, USA.","Journal Article","[]","True","Jeremy","David","male",0.99,1840,"male",1,12593
7561,"Neuron",2011,"Synaptophysin regulates the kinetics of synaptic vesicle endocytosis in central neurons.","Sung E","Kwon","Edwin R","Chapman","Howard Hughes Medical Institute and Department of Neuroscience, University of Wisconsin, Madison, WI 53706, USA.","Journal Article","[]","True","Sung","Edwin","male",0.84,31,"male",1,819
7562,"Neuron",2011,"Seeking a spotless mind: extinction, deconsolidation, and erasure of fear memory.","Stephen","Maren","","","Department of Psychology and Neuroscience Program, University of Michigan, Ann Arbor, MI 48109-1043, USA. maren@umich.edu","Journal Article","[]","True","Stephen","","male",1,2608,NA,NA,NA
7563,"Neuron",2011,"Projection-specific modulation of dopamine neuron synapses by aversive and rewarding stimuli.","Stephan","Lammel","Robert C","Malenka","Nancy Pritzker Laboratory, Department of Psychiatry and Behavioral Sciences, Stanford University School of Medicine, Lokey Stem Cell Research Building, 265 Campus Drive, Room G1021, Stanford, CA 94305-5453, USA.","Journal Article","['Daniela I', 'Jochen']","True","Stephan","Robert","male",1,265,"male",1,5222
7564,"Neuron",2011,"Rare de novo and transmitted copy-number variation in autistic spectrum disorders.","Dan","Levy","Michael","Wigler","Cold Spring Harbor Laboratory, Cold Spring Harbor, NY 11724, USA.","Journal Article","['Michael', 'Boris', 'Yoon-ha', 'Anthony', 'Jude', 'Steven', 'B', 'Deepa', 'Kenny', 'Andreas', 'Abba', 'Seungtai', 'Jennifer', 'Linda', 'Ivan']","True","Dan","Michael","male",0.98,3240,"male",1,11094
7565,"Neuron",2011,"Multiple recurrent de novo CNVs, including duplications of the 7q11.23 Williams syndrome region, are strongly associated with autism.","Stephan J","Sanders","Matthew W","State","Program on Neurogenetics, Yale University School of Medicine, 230 South Frontage Road, New Haven, CT 06520, USA.","Journal Article","['A Gulhan', 'Vanessa', 'Rui', 'Michael T', 'Daniel', 'Su H', 'Michael P', 'Abha R', 'Susanne A', 'Christopher E', 'Kaya', 'Patricia B S', 'Murim', 'Emily L', 'Lea', 'Nicole R Davis', 'Rahul M', 'Michael', 'Nicholas M', 'Thomas V', 'Vikram', 'Daniel O', 'Stephanie', 'Rouben', 'Gerald S', 'Sindhuja', 'Lambertus', 'Jennifer K', 'Sabata C', 'Anna D', 'Kyle A', 'William J', 'John D', 'Brian J', 'Gordon T', 'Rebecca S', 'Melanie J', 'Youeun', 'Qi', 'Brian L', 'Timothy W', 'Ilana R', 'Arthur L', 'Rita M', 'Martin', 'Dorothy E', 'Murat', 'Richard P', 'Shrikant M', 'Donna M', 'Chad A', 'Michael', 'Jay A', 'Christopher A', 'Eric M', 'David H', 'Eric', 'Catherine', 'Christa Lese', 'Andrew I', 'James S', 'Edwin H', 'Daniel', 'Kathryn', 'Bernie']","True","Stephan","Matthew","male",1,265,"male",1,3338
7566,"Neuron",2011,"Rare de novo variants associated with autism implicate a large functional network of genes involved in formation and function of synapses.","Sarah R","Gilman","Dennis","Vitkup","Center for Computational Biology and Bioinformatics and Department of Biomedical Informatics, Columbia University, 1130 St. Nicolas Ave, New York, NY 10032, USA.","Journal Article","['Ivan', 'Dan', 'Michael', 'Michael']","True","Sarah","Dennis","female",1,8371,"male",0.99,1279
7567,"Neuron",2011,"Experience dictates stem cell fate in the adult hippocampus.","Alex","Dranovsky","Rene","Hen","Department of Psychiatry, Columbia University, New York, NY 10032, USA. ad722@columbia.edu","Journal Article","['Alyssa M', 'Tiffany', 'Alexander C', 'Atsushi', 'Shioko', 'E David']","True","Alex","Rene","male",0.87,5856,"male",0.81,522
7568,"Neuron",2011,"RNA-binding protein FXR2 regulates adult hippocampal neurogenesis by reducing Noggin expression.","Weixiang","Guo","Xinyu","Zhao","Department of Neurosciences, University of New Mexico School of Medicine, Albuquerque, NM 87131, USA.","Journal Article","['Li', 'Devin M', 'Zhao-Qian', 'Sarah R', 'Changmei', 'Olivia L', 'John', 'Peng']","True","Weixiang","Xinyu",NA,NA,NA,"male",1,1
7569,"Neuron",2011,"Lhx6 and Lhx8 coordinately induce neuronal expression of Shh that controls the generation of interneuron progenitors.","Pierre","Flandin","John L R","Rubenstein","Department of Psychiatry and the Nina Ireland Laboratory of Developmental Neurobiology, University of California, San Francisco, San Francisco, CA 94158-2324, USA.","Journal Article","['Yangu', 'Daniel', 'Juhee', 'Jason', 'Gregory', 'Heiner']","True","Pierre","John","male",0.99,852,"male",0.99,9931
7570,"Neuron",2011,"VEGF signaling through neuropilin 1 guides commissural axon crossing at the optic chiasm.","Lynda","Erskine","Christiana","Ruhrberg","School of Medical Sciences, Institute of Medical Sciences, University of Aberdeen, Aberdeen, AB25 2ZD, UK. l.erskine@abdn.ac.uk","Journal Article","['Susan', 'Thomas', 'Laura', 'Quenten', 'Joaquim M', 'Bennett', 'Derryck']","True","Lynda","Christiana","female",1,432,"female",0.98,46
7571,"Neuron",2011,"arouser reveals a role for synapse number in the regulation of ethanol sensitivity.","Mark","Eddison","Ulrike","Heberlein","Department of Anatomy, University of California San Francisco, San Francisco, CA 94158, USA. mark.eddison@ucsf.edu","Journal Article","['Douglas J', 'Ling', 'Che-Hsiung', 'Kevin G', 'Graeme']","True","Mark","Ulrike","male",1,6176,"female",1,65
7572,"Neuron",2011,"VEGF mediates commissural axon chemoattraction through its receptor Flk1.","Carmen","Ruiz de Almodovar","Peter","Carmeliet","VIB, Laboratory for Angiogenesis and the Neurovascular link, Vesalius Research Center, KULeuven, Leuven, Belgium.","Journal Article","['Pierre J', 'Ellen', 'Cathy', 'Inmaculada', 'Patrick C G', 'Liesbeth', 'Nicolas', 'Geraldine', 'Won-Jong', 'Christian', 'Stefan', 'Jody', 'Coralie', 'Chengua', 'Kari', 'Valerie', 'Marc', 'Alain', 'Frederic']","True","Carmen","Peter","female",1,1916,"male",1,4373
7574,"Neuron",2011,"Desynchronization of multivesicular release enhances Purkinje cell output.","Stephanie","Rudolph","Jacques I","Wadiche","Department of Biology, University of Freiburg, 79104 Freiburg, Germany.","Journal Article","['Linda']","True","Stephanie","Jacques","female",1,4114,"male",0.99,280
7577,"Neuron",2011,"Calcium-dependent isoforms of protein kinase C mediate posttetanic potentiation at the calyx of Held.","Diasynou","Fioravante","Wade G","Regehr","Department of Neurobiology, Harvard Medical School, Boston, MA 02115, USA.","Journal Article","['YunXiang', 'Michael H', 'Michael']","True","Diasynou","Wade",NA,NA,NA,"male",1,157
2909,"Neuron",2017,"Enhanced AMPA Receptor Trafficking Mediates the Anorexigenic Effect of Endogenous Glucagon-like Peptide-1 in the Paraventricular Hypothalamus.","Ji","Liu","Zhiping P","Pang","Child Health Institute of New Jersey, Rutgers University Robert Wood Johnson Medical School, New Brunswick, NJ 08901, USA; Department of Neuroscience and Cell Biology, Rutgers University Robert Wood Johnson Medical School, New Brunswick, NJ 08901, USA.","Journal Article","['Kristie', 'Peng', 'Varoth', 'Zihui', 'Byung Kook', 'Randy J', 'J Julius', 'Michael M']","True","Ji","Zhiping","male",0.53,36,NA,NA,NA
2910,"Neuron",2017,"Neuroplastin and Basigin Are Essential Auxiliary Subunits of Plasma Membrane Ca","Nadine","Schmidt","Uwe","Schulte","Institute of Physiology, Faculty of Medicine, University of Freiburg, Hermann-Herder-Str. 7, 79104 Freiburg, Germany.","Journal Article","['Astrid', 'Cristina E', 'Sebastian', 'Andreas', 'Wolfgang', 'Anja', 'Stefan', 'Akos', 'Bernd']","True","Nadine","Uwe","female",1,672,"male",1,47
2911,"Neuron",2017,"Task Demands Predict a Dynamic Switch in the Content of Awake Hippocampal Replay.","H Freyja","Ólafsdóttir","Caswell","Barry","Research Department of Cell and Developmental Biology, UCL, Gower Street, London WC1E 6BT, UK. Electronic address: h.olafsdottir@ucl.ac.uk.","Journal Article","['Francis']","True","Freyja","Caswell","female",1,5,"male",1,1
2912,"Neuron",2017,"Virus-Mediated Genome Editing via Homology-Directed Repair in Mitotic and Postmitotic Cells in Mammalian Brain.","Jun","Nishiyama","Ryohei","Yasuda","Max Planck Florida Institute for Neuroscience, Jupiter, FL 33458, USA.","Journal Article","['Takayasu']","True","Jun","Ryohei","male",0.94,189,"male",1,1
2913,"Neuron",2017,"Age-Dependent Dopaminergic Neurodegeneration and Impairment of the Autophagy-Lysosomal Pathway in LRRK-Deficient Mice.","Emilie","Giaime","Jie","Shen","Department of Neurology, Brigham and Women's Hospital, Harvard Medical School, Boston, MA 02115, USA.","Journal Article","['Youren', 'Lisa K', 'Yang', 'Guodong']","True","Emilie","Jie","female",0.99,788,"female",0.69,29
2914,"Neuron",2017,"Development and Refinement of Functional Properties of Adult-Born Neurons.","Jenelle L","Wallace","Venkatesh N","Murthy","Molecules, Cells, and Organisms training program, Harvard University, Cambridge, MA 02138, USA; Center for Brain Science, Harvard University, Cambridge, MA 02138, USA; Department of Molecular & Cellular Biology, Harvard University, Cambridge, MA 02138, USA.","Journal Article","['Martin']","True","Jenelle","Venkatesh","female",0.96,23,"male",1,32
11329,"Neuron",2017,"Fronto-parietal Cortical Circuits Encode Accumulated Evidence with a Diversity of Timescales.","Benjamin B","Scott","David W","Tank","Princeton Neuroscience Institute, Princeton University, Princeton, NJ 08544, USA; Department of Molecular Biology, Princeton University, Princeton, NJ 08544, USA.","Journal Article","['Christine M', 'Athena', 'Timothy D', 'Carlos D']","True","Benjamin","David","male",1,1475,"male",1,12593
11330,"Neuron",2017,"TDP-43 Depletion in Microglia Promotes Amyloid Clearance but Also Induces Synapse Loss.","Rosa C","Paolicelli","Lawrence","Rajendran","Systems and Cell Biology of Neurodegeneration, IREM, University of Zurich, Schlieren, Switzerland. Electronic address: rosachiara.paolicelli@irem.uzh.ch.","Journal Article","['Ali', 'Christopher M', 'Andrea', 'Mario', 'John L', 'Edward B', 'Jamie', 'Stanley', 'Virginia M-Y', 'John Q', 'Tara', 'Paul E']","True","Rosa","Lawrence","female",0.99,947,"male",1,393
11331,"Neuron",2017,"Biased Oxytocinergic Modulation of Midbrain Dopamine Systems.","Lei","Xiao","Yevgenia","Kozorovitskiy","Department of Neurobiology, Northwestern University, Evanston, IL 60208, USA.","Journal Article","['Michael F', 'Jordan', 'Ting']","True","Lei","Yevgenia","female",0.56,54,NA,NA,NA
11333,"Neuron",2017,"Retrograde Synaptic Inhibition Is Mediated by α-Neurexin Binding to the α2δ Subunits of N-Type Calcium Channels.","Xia-Jing","Tong","Joshua M","Kaplan","Department of Molecular Biology, Massachusetts General Hospital, Boston, MA 02114, USA; Department of Neurobiology, Harvard Medical School, Boston, MA 02115, USA.","Journal Article","['Eduardo Javier', 'Lei', 'Haowen', 'Daniel', 'Diane', 'Zhitao']","True","Xia-Jing","Joshua",NA,NA,NA,"male",0.99,1570
24456,"Neuron",2017,"Untangling the Neural Circuits for Sexual Behavior.","Jonathan","Woodson","Joseph","Bergan","Neuroscience and Behavior Program and Department of Psychological and Brain Sciences, University of Massachusetts, Amherst, MA 01003, USA.","Journal Article","['Addison']","True","Jonathan","Joseph","male",1,3702,"male",0.99,2213
24457,"Neuron",2017,"IGF1-Dependent Synaptic Plasticity of Mitral Cells in Olfactory Memory during Social Learning.","Zhihui","Liu","Peng","Cao","State Key Laboratory of Brain and Cognitive Sciences, CAS Center for Excellence in Biomacromolecules, Institute of Biophysics, Chinese Academy of Sciences, Beijing 100101, China; Howard Hughes Medical Institute, Stanford University School of Medicine, Stanford, CA 94305, USA; Department of Molecular and Cellular Physiology, Stanford University School of Medicine, Stanford, CA 94305, USA.","Journal Article","['Zijun', 'Congping', 'Fei', 'Yingchao', 'Jiajing', 'Baole', 'Hailin', 'Yanying', 'Dapeng', 'Thomas C']","True","Zhihui","Peng","male",1,1,"male",0.93,44
24458,"Neuron",2017,"Neuroanatomy and Global Neuroscience.","Javier","DeFelipe","","","Instituto Cajal (CSIC) and Laboratorio Cajal de Circuitos Corticales (CTB/UPM), Madrid, Spain. Electronic address: defelipe@cajal.csic.es.","Journal Article","[]","True","Javier","","male",1,1975,NA,NA,NA
24459,"Neuron",2017,"Timing Is Everything: Corticothalamic Mechanisms for Active Listening.","Jennifer F","Linden","","","Ear Institute and Department of Neuroscience, Physiology & Pharmacology, University College London, 332 Gray's Inn Road, London, WC1X 8EE, UK. Electronic address: j.linden@ucl.ac.uk.","Journal Article","[]","True","Jennifer","","female",1,6717,NA,NA,NA
24460,"Neuron",2017,"Disrupted Prefrontal Regulation of Striatal Subjective Value Signals in Psychopathy.","Jay G","Hosking","Joshua W","Buckholtz","Department of Psychology, Harvard University, 52 Oxford St., Cambridge, MA 02138, USA. Electronic address: jhosking@fas.harvard.edu.","Journal Article","['Erik K', 'Hayley M', 'Gregory R', 'Arielle', 'Kent A', 'Joseph P']","True","Jay","Joshua","male",0.9,1882,"male",0.99,1570
24461,"Neuron",2017,"Toward a Neurocentric View of Learning.","Heather K","Titley","Christian","Hansel","Department of Neurobiology, University of Chicago, Chicago, IL 60637, USA.","Journal Article","['Nicolas']","True","Heather","Christian","female",1,3220,"male",0.99,2548
24462,"Neuron",2017,"Physico-Pathologic Mechanisms Involved in Neurodegeneration: Misfolded Protein-Plasma Membrane Interactions.","Amulya Nidhi","Shrivastava","Antoine","Triller","École Normale Supérieure, Institut de Biologie de l'ENS (IBENS), INSERM, CNRS, PSL Research University, 46 Rue d'Ulm, 75005 Paris, France; Paris-Saclay Institute of Neuroscience, CNRS, Batiments 32-33, Avenue de la Terrasse, 91198 Gif-sur-Yvette, France.","Journal Article","['Anita', 'Ronald']","True","Amulya","Antoine","female",1,2,"male",1,411
24463,"Neuron",2017,"Stalling for Time: It's Not the Magnitude, but the Way Neurons Fire that Matters.","Stephen H","Scott","","","Centre for Neuroscience Studies, Department of Biomedical and Molecular Sciences, Queen's University, Kingston, ON K7L 3N6, Canada. Electronic address: steve.scott@queensu.ca.","Journal Article","[]","True","Stephen","","male",1,2608,NA,NA,NA
24464,"Neuron",2017,"Inter-Synaptic Lateral Diffusion of GABAA Receptors Shapes Inhibitory Synaptic Currents.","Emanuela","de Luca","Andrea","Barberis","Neuroscience and Brain Technologies Department, Fondazione Istituto Italiano di Tecnologia, Via Morego 30, Genova, Italy.","Journal Article","['Tiziana', 'Enrica Maria', 'Alice', 'Thierry', 'Stefania']","True","Emanuela","Andrea","female",0.99,170,"female",0.79,5794
24465,"Neuron",2017,"Distinct Roles for the Amygdala and Orbitofrontal Cortex in Representing the Relative Amount of Expected Reward.","Rebecca A","Saez","C Daniel","Salzman","Department of Neuroscience, Columbia University, 1051 Riverside Drive Unit 87, New York, NY 10032, USA.","Journal Article","['Alexandre', 'Joseph J', 'Brian']","True","Rebecca","Daniel","female",1,3182,"male",1,8180
24466,"Neuron",2017,"Axon Death Pathways Converge on Axundead to Promote Functional and Structural Axon Disassembly.","Lukas J","Neukomm","Marc R","Freeman","Department of Neurobiology, University of Massachusetts Medical School, Worcester, MA, USA. Electronic address: lukas.neukomm@gmail.com.","Journal Article","['Thomas C', 'Andrew M', 'Stefanie', 'Jaeda C', 'Jonathan E', 'Jack', 'Yonca B', 'Jeannette M', 'Amy E']","True","Lukas","Marc","male",1,226,"male",1,1555
24467,"Neuron",2017,"Vasopressin and the Neurogenetics of Parental Care.","Noah","Snyder-Mackler","Jenny","Tung","Department of Evolutionary Anthropology, Duke University, Durham, NC 27708, USA; Duke Center for the Study of Aging and Human Development, Duke University, Durham, NC 27708, USA.","Journal Article","[]","True","Noah","Jenny","male",0.98,309,"female",1,2899
8263,"Neuron",2015,"A Top-Down Cortical Circuit for Accurate Sensory Perception.","Satoshi","Manita","Masanori","Murayama","Laboratory for Behavioral Neurophysiology, Brain Science Institute, RIKEN, 2-1 Hirosawa, Wako City, Saitama, 351-0198, Japan.","Journal Article","['Takayuki', 'Chihiro', 'Takashi', 'Maya', 'Kazuyuki', 'Keisuke', 'Chie', 'Ayumu', 'Masaaki', 'Masamichi', 'Akihiro', 'Yuchio', 'Junichi', 'Yasunori', 'Matthew E']","True","Satoshi","Masanori","male",1,13,"male",1,4
8264,"Neuron",2015,"Robust Axonal Regeneration Occurs in the Injured CAST/Ei Mouse CNS.","Takao","Omura","Clifford J","Woolf","F.M. Kirby Neurobiology Center, Boston Children's Hospital and Harvard Medical School, Boston, MA 02115, USA.","Journal Article","['Kumiko', 'Andrea', 'Priscilla', 'Michio W', 'Leticia', 'Joshua', 'Véronique', 'Eric A', 'Alban', 'Yuqin', 'Lee B', 'Bhagat', 'Stella', 'Tom', 'Fuying', 'Songlin', 'Kush', 'Daniel H', 'Kenneth S', 'Giovanni', 'Zhigang', 'S Thomas', 'Larry I', 'Michael']","True","Takao","Clifford",NA,NA,NA,"male",1,93
28380,"Neuron",2015,"MADD-4/Punctin and Neurexin Organize C. elegans GABAergic Postsynapses through Neuroligin.","Géraldine S","Maro","Kang","Shen","Howard Hughes Medical Institute, Department of Biology, Stanford University, Stanford, CA 94305, USA.","Journal Article","['Shangbang', 'Agnieszka M', 'Wesley L', 'Michael', 'Engin', 'Mei']","True","Géraldine","Kang","female",1,92,"male",0.79,80
28381,"Neuron",2015,"C. elegans Punctin Clusters GABA(A) Receptors via Neuroligin Binding and UNC-40/DCC Recruitment.","Haijun","Tu","Jean-Louis","Bessereau","University Claude Bernard Lyon1, CGphiMC UMR CNRS 5534, 69622 Villeurbanne, France.","Journal Article","['Bérangère', 'Tingting', 'Maelle']","True","Haijun","Jean-Louis",NA,NA,NA,"male",1,43
15875,"Neuron",2014,"Overriding phasic dopamine signals redirects action selection during risk/reward decision making.","Colin M","Stopper","Stan B","Floresco","Department of Psychology and Brain Research Centre, University of British Columbia, Vancouver, BC V6T 1Z4, Canada.","Journal Article","['Maric T L', 'David R', 'Candice R']","True","Colin","Stan","male",0.99,954,"male",0.97,258
15876,"Neuron",2014,"Activity-dependent gating of calcium spikes by A-type K+ channels controls climbing fiber signaling in Purkinje cell dendrites.","Yo","Otsu","Stéphane","Dieudonné","Inhibitory Transmission Team, IBENS, CNRS UMR UMR8197, INSERM U1024, Ecole Normale Supérieure, 75005 Paris, France.","Journal Article","['Païkan', 'Anne', 'Philippe', 'Mihaly', 'Zoltan', 'Benjamin', 'Masanobu', 'Mika', 'Kenji']","True","Yo","Stéphane","female",0.54,79,"male",0.99,571
15877,"Neuron",2014,"Visual cortex modulates the magnitude but not the selectivity of looming-evoked responses in the superior colliculus of awake mice.","Xinyu","Zhao","Jianhua","Cang","Department of Neurobiology, Northwestern University, Evanston, IL 60208, USA; Interdepartmental Neuroscience Program, Northwestern University, Evanston, IL 60208, USA.","Journal Article","['Mingna']","True","Xinyu","Jianhua","male",1,1,NA,NA,NA
15878,"Neuron",2014,"Ultrafast action potentials mediate kilohertz signaling at a central synapse.","Andreas","Ritzau-Jost","Stefan","Hallermann","Carl-Ludwig-Institute for Physiology, Medical Faculty, University of Leipzig, Liebigstr. 27, 04103 Leipzig, Germany; European Neuroscience Institute Göttingen, Grisebachstr. 5, 37077 Göttingen, Germany.","Journal Article","['Igor', 'Annika', 'Niklas', 'Harumi', 'Ryuichi', 'Johannes', 'Jens']","True","Andreas","Stefan","male",1,1021,"male",1,917
15879,"Neuron",2014,"Descending control of neural bias and selectivity in a spatial attention network: rules and mechanisms.","Shreesh P","Mysore","Eric I","Knudsen","Department of Neurobiology, Stanford University, 299 West Campus Drive, Stanford, CA 94305, USA. Electronic address: shreesh.mysore@jhu.edu.","Journal Article","[]","True","Shreesh","Eric",NA,NA,NA,"male",1,4110
27377,"Neuron",2014,"To apply yourself is human, to reapply divine.","Paul J","Whalen","William M","Kelley","Department of Psychological & Brain Sciences, Dartmouth College, Hanover, NH 03766, USA. Electronic address: paul.j.whalen@dartmouth.edu.","Comment","[]","True","Paul","William","male",1,5931,"male",1,2626
27379,"Neuron",2014,"Big minis from hair cells: mechanism and function.","Caixia","Lv","David","Zenisek","Department of Cellular and Molecular Physiology and Ophthalmology and Visual Sciences, Yale University School of Medicine, New Haven, CT 06510, USA.","Comment","[]","True","Caixia","David",NA,NA,NA,"male",1,12593
